MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
20,RL,11880,IR1,Inside,NWAmes,1Story,7,1978,1978,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,No,ALQ,1271,TA,1601,1601,2,1,TA,7,1,TA,Attchd,1978.0,RFn,2,478,COD,Abnorml,157000
30,RL,8400,Reg,Inside,SWISU,1Story,2,1920,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,290,TA,438,438,1,1,Fa,3,0,Na,Detchd,1930.0,Unf,1,246,WD,Normal,60000
20,RL,9758,IR1,Inside,NAmes,1Story,5,1971,1971,Gable,HdBoard,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,950,TA,950,950,1,1,TA,5,0,Na,Detchd,1981.0,Unf,1,280,WD,Normal,119500
20,RL,7000,Reg,Inside,NAmes,1Story,5,1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,Rec,1010,Ex,1134,1134,1,1,TA,6,0,Na,Attchd,1960.0,RFn,1,254,WD,Family,135000
20,RL,8910,Reg,Corner,NAmes,1Story,6,1959,1959,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,Mn,ALQ,655,Ex,1194,1194,1,1,TA,6,1,Fa,BuiltIn,1954.0,Fin,2,539,WD,Normal,159500
160,RM,2016,Reg,Inside,BrDale,2Story,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Unf,630,TA,630,1302,2,1,TA,6,0,Na,Detchd,1970.0,Unf,2,440,WD,Normal,106000
60,RL,12256,IR1,Corner,NoRidge,2Story,8,1994,1995,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,Av,GLQ,1463,Ex,1500,2622,2,1,Gd,9,2,TA,Attchd,1994.0,RFn,2,712,WD,Normal,325000
20,RL,10357,IR1,Corner,SawyerW,1Story,7,1990,1991,Hip,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,Mn,GLQ,910,Gd,1442,1442,2,1,Gd,6,1,TA,Attchd,1990.0,Fin,2,719,WD,Normal,179900
60,RL,8063,Reg,Inside,Gilbert,2Story,6,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,924,Ex,948,1690,2,1,TA,7,1,TA,Attchd,2000.0,RFn,2,463,WD,Abnorml,181000
20,RL,11362,IR1,Inside,NridgHt,1Story,8,2004,2005,Gable,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,Mn,GLQ,1836,Ex,1836,1836,2,1,Gd,7,1,Gd,Attchd,2004.0,Fin,3,862,WD,Normal,280000
60,RL,8000,Reg,Inside,Gilbert,2Story,6,1995,1996,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,No,GLQ,773,Gd,773,1658,2,1,TA,8,1,TA,Attchd,1995.0,Fin,2,431,WD,Normal,188000
60,RL,10480,Reg,Inside,NWAmes,2Story,7,1976,1976,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,ALQ,803,TA,1098,1964,2,1,TA,8,1,Gd,Attchd,1976.0,RFn,2,483,WD,Normal,205000
20,RL,7100,IR1,Corner,NAmes,1Story,5,1957,1957,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,No,GLQ,816,TA,816,816,1,1,TA,5,0,Na,Detchd,1957.0,Unf,1,308,WD,Normal,129900
20,RL,8923,Reg,Inside,NAmes,1Story,5,1953,2006,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,BLQ,1008,Gd,1008,1008,1,1,Gd,6,0,Na,Attchd,1953.0,Unf,1,240,WD,Normal,134500
20,RL,5400,Reg,Inside,OldTown,1Story,5,1954,2000,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,Rec,833,Ex,833,833,1,1,Gd,4,0,Na,Detchd,1955.0,Unf,1,326,WD,Normal,117000
20,RL,12085,Reg,Inside,NridgHt,1Story,8,2007,2007,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,No,GLQ,1734,Ex,1734,1734,2,1,Ex,7,1,Gd,Attchd,2007.0,RFn,3,928,New,Partial,318000
80,RL,7750,Reg,Inside,Gilbert,SLvl,8,2002,2002,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,408,Ex,779,1419,2,1,Gd,7,1,TA,BuiltIn,2002.0,Fin,2,527,WD,Normal,184100
20,RL,9764,IR1,FR2,Sawyer,1Story,5,1967,2003,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,BLQ,894,Ex,894,894,1,1,Gd,5,0,Na,Attchd,1967.0,RFn,2,450,WD,Normal,130000
80,RL,13825,Reg,Inside,Sawyer,SLvl,5,1958,1987,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,Unf,533,TA,1021,1601,1,1,TA,6,0,Na,BuiltIn,1958.0,RFn,1,300,WD,Normal,140000
20,RL,7560,Reg,Inside,NAmes,1Story,5,1959,1959,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,No,LwQ,1040,TA,1040,1040,1,1,TA,6,0,Na,Attchd,1959.0,RFn,1,286,WD,Normal,133700
30,RM,8263,Reg,Inside,IDOTRR,1Story,6,1920,1950,Gable,BrkFace,BrkFace,None,TA,TA,BrkTil,TA,No,Unf,1012,TA,1012,1012,1,1,TA,6,1,Gd,Detchd,1920.0,Unf,1,308,WD,Normal,118400
20,RL,10084,Reg,Inside,CollgCr,1Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1552,Ex,1552,1552,2,1,Gd,7,0,Na,Attchd,2005.0,RFn,3,782,New,Partial,212900
80,RL,9125,IR1,Inside,Gilbert,SLvl,7,1992,1992,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,No,Unf,384,Gd,812,1482,2,1,Gd,7,1,TA,Attchd,1992.0,Fin,2,392,WD,Normal,163900
20,RL,10434,Reg,Inside,NAmes,1Story,4,1955,1955,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,Unf,1005,TA,1005,1005,1,1,Fa,5,1,TA,Detchd,1977.0,Unf,2,672,WD,Normal,115000
120,RL,3684,Reg,Inside,Blmngtn,1Story,7,2007,2007,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,1373,Ex,1555,1555,2,1,Gd,7,1,TA,Attchd,2007.0,Fin,3,660,WD,Normal,174000
60,RL,11796,IR1,Inside,Gilbert,2Story,7,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,Unf,847,Ex,847,1959,2,1,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,WD,Normal,215000
90,RM,7200,Reg,Inside,OldTown,SFoyer,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,Gd,GLQ,936,TA,936,936,1,1,TA,4,0,Na,Detchd,1980.0,Unf,2,672,WD,Normal,140000
60,RL,9828,IR1,Inside,SawyerW,2Story,8,1995,1995,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,1128,Ex,1142,2020,2,1,Gd,8,1,TA,Attchd,1995.0,RFn,2,466,WD,Normal,239500
60,RL,8773,IR1,Inside,Gilbert,2Story,6,1997,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Av,Unf,916,Gd,916,1600,2,1,TA,7,1,TA,Attchd,1997.0,Fin,2,460,WD,Normal,169000
30,RM,6180,Reg,Corner,BrkSide,1Story,6,1926,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,960,TA,986,986,1,1,TA,5,1,Gd,Detchd,1926.0,Unf,1,180,WD,Normal,102000
50,RL,9600,Reg,Inside,NAmes,1.5Fin,6,1950,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,BLQ,1032,TA,1032,1252,1,1,TA,6,0,Na,Attchd,1950.0,Unf,1,288,WD,Abnorml,119000
20,RL,9819,IR1,Inside,Mitchel,1Story,6,1977,1977,Gable,Plywood,ImStucc,None,TA,TA,PConc,TA,Gd,ALQ,1567,TA,1567,1567,2,1,Gd,5,2,TA,Attchd,1977.0,RFn,2,714,WD,Normal,196000
30,RL,8731,IR1,Inside,BrkSide,1Story,5,1920,1950,Gable,Stucco,Stucco,None,TA,Fa,BrkTil,TA,No,BLQ,915,TA,1167,1167,1,1,TA,6,1,Gd,Detchd,1972.0,Unf,2,495,WD,Normal,144000
20,RL,7350,Reg,Corner,NAmes,1Story,5,1951,1951,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Mn,ALQ,952,TA,952,952,1,1,TA,4,0,Na,Detchd,1988.0,Unf,2,840,COD,Abnorml,139000
60,RL,10304,IR1,CulDSac,NWAmes,2Story,5,1976,1976,Gable,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,No,ALQ,780,Ex,1088,1868,2,1,Gd,9,1,TA,Attchd,1976.0,Unf,2,484,WD,Normal,197500
190,RL,12180,Reg,Inside,Edwards,1.5Fin,4,1941,1950,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,No,BLQ,672,Fa,672,924,1,1,Fa,5,0,Na,Detchd,1941.0,Unf,1,280,WD,Normal,80000
50,RM,6240,Reg,Inside,BrkSide,1.5Fin,5,1928,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Unf,1042,Ex,1042,1576,1,1,TA,8,1,Gd,Detchd,1928.0,Unf,1,225,WD,Family,149000
20,RL,11200,Reg,Inside,SawyerW,1Story,6,1985,1985,Gable,Wd Sdng,Wd Shng,BrkFace,Gd,TA,CBlock,Gd,No,GLQ,1298,TA,1298,1298,2,1,Gd,5,1,TA,Attchd,1985.0,Unf,2,403,WD,Normal,180000
70,RL,12000,Reg,Inside,Crawfor,2Story,7,1941,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,704,Ex,860,1564,1,1,Fa,7,1,Gd,Attchd,1941.0,Unf,1,234,WD,Normal,174500
50,RM,5700,Reg,Inside,OldTown,1.5Fin,7,1926,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,No,Unf,572,TA,572,1111,1,1,TA,5,1,Gd,Detchd,1982.0,Unf,1,288,WD,Normal,116900
20,RL,8280,IR1,Inside,NAmes,1Story,6,1950,1950,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,Unf,932,Ex,932,932,1,1,Gd,4,1,Gd,Attchd,1950.0,Unf,1,306,WD,Normal,124000
20,RL,17755,Reg,Inside,Edwards,1Story,5,1959,1959,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,No,BLQ,1466,TA,1466,1466,1,1,Fa,6,2,Gd,Attchd,1959.0,Fin,2,528,WD,Normal,149900
20,RL,14115,IR1,Inside,Crawfor,1Story,6,1956,2004,Gable,Stone,Stone,None,TA,TA,PConc,TA,No,ALQ,1073,Ex,1811,1811,1,1,Ex,6,1,Gd,Attchd,1956.0,Fin,2,470,WD,Abnorml,230000
60,RL,13700,IR1,Inside,NAmes,2Story,7,1965,1988,Gable,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,Gd,ALQ,864,TA,902,1820,1,1,Gd,8,2,Gd,Attchd,1965.0,Unf,2,492,WD,Normal,201800
120,RL,5001,IR1,Inside,NridgHt,1Story,7,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,GLQ,1314,Ex,1314,1314,2,1,Gd,6,1,Gd,Attchd,2008.0,RFn,2,626,WD,Normal,230000
20,RL,11932,Reg,FR2,Somerst,1Story,8,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,1580,Ex,1580,1580,2,1,Gd,7,0,Na,Attchd,2008.0,RFn,3,830,ConLD,Partial,235128
60,RL,9120,Reg,Inside,NWAmes,2Story,6,1974,1974,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,No,ALQ,901,TA,943,1876,2,1,Gd,8,1,TA,Attchd,1974.0,RFn,2,540,WD,Normal,185000
160,RL,2280,Reg,Inside,NPkVill,2Story,6,1978,1978,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,No,ALQ,855,Fa,855,1456,2,1,TA,7,1,TA,Attchd,1978.0,Unf,2,440,WD,Normal,146000
20,RL,14778,IR1,CulDSac,Crawfor,1Story,6,1954,2006,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,No,BLQ,1296,Ex,1640,1640,1,1,Gd,7,1,Gd,Detchd,1993.0,Unf,2,924,WD,Normal,224000
20,RL,8724,Reg,Inside,Sawyer,1Story,5,1968,1968,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,No,BLQ,894,Gd,894,894,1,1,TA,5,1,Po,Attchd,1968.0,Fin,2,450,WD,Normal,129000
80,RL,16157,IR1,FR2,Veenker,SLvl,5,1978,1978,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,Gd,ALQ,1360,Ex,1432,1432,1,1,Gd,5,1,TA,Attchd,1978.0,Unf,2,588,WD,Normal,194000
20,RL,9541,IR1,Inside,NridgHt,1Story,7,2009,2009,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,1502,Ex,1502,1502,2,1,Gd,7,0,Na,Attchd,2009.0,RFn,2,644,New,Partial,233170
20,RL,10475,IR1,Corner,CollgCr,1Story,8,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,Unf,1694,Ex,1694,1694,2,1,Gd,7,0,Na,Attchd,2008.0,RFn,3,776,WD,Normal,245350
60,RL,10852,IR1,Inside,Gilbert,2Story,6,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,GLQ,959,Ex,959,1671,2,1,TA,7,1,TA,Attchd,2000.0,Fin,2,472,WD,Normal,173000
70,RL,13728,Reg,Corner,Edwards,2Story,6,1935,1986,Hip,Stucco,Stucco,None,TA,TA,CBlock,TA,No,Rec,1127,Ex,1236,2108,2,1,Gd,7,2,TA,Basment,1935.0,Unf,2,540,WD,Normal,235000
80,RL,9880,Reg,Inside,Mitchel,SLvl,6,1977,1977,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,Av,ALQ,1096,TA,1118,1118,1,1,TA,6,1,Po,Attchd,1977.0,Fin,1,358,WD,Normal,171000
20,RL,9120,Reg,Inside,NAmes,1Story,6,1958,1958,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,ALQ,1261,Ex,1261,1261,1,1,TA,6,1,TA,Attchd,1958.0,RFn,2,433,WD,Normal,163000
160,FV,4017,IR1,Inside,Somerst,2Story,7,2006,2007,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,Unf,625,Ex,625,1250,2,1,Gd,5,0,Na,Detchd,2006.0,Fin,2,625,WD,Normal,171900
50,RL,10678,Reg,Inside,NoRidge,1.5Fin,8,1992,2000,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1683,Ex,2129,2872,2,1,Gd,9,1,TA,Attchd,1992.0,Fin,2,541,WD,Normal,285000
20,RL,6951,IR1,CulDSac,Mitchel,1Story,5,1984,1985,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,No,ALQ,876,TA,923,923,1,1,TA,5,0,Na,Attchd,1984.0,Unf,1,264,WD,Normal,119500
50,RL,7681,IR1,FR2,Crawfor,1.5Fin,5,1921,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,731,Ex,820,1343,1,1,TA,7,1,Gd,Detchd,1921.0,Unf,1,186,WD,Normal,154900
60,RL,11170,IR2,Corner,Timber,2Story,7,1990,1991,Gable,MetalSd,MetalSd,None,TA,TA,Wood,Gd,No,LwQ,1216,Ex,1298,2514,2,1,TA,8,0,Na,Attchd,1990.0,Fin,2,693,WD,Normal,250000
120,RM,5587,IR1,Inside,Crawfor,1Story,8,2008,2008,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,Gd,GLQ,1600,Ex,1652,1652,2,1,Gd,5,1,Gd,Attchd,2008.0,Fin,2,482,New,Partial,392500
30,RL,10800,Reg,Inside,OldTown,1Story,5,1920,1950,Hip,Stucco,Stucco,None,TA,TA,BrkTil,TA,No,Rec,1120,Ex,1130,1130,1,1,TA,5,1,Gd,Detchd,1970.0,Unf,2,720,WD,Normal,120000
50,RL,9738,Reg,Inside,Edwards,1.5Fin,5,1924,1950,Gable,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,No,BLQ,784,Gd,949,1221,1,1,TA,7,0,Na,Attchd,1965.0,Unf,1,392,WD,Normal,104900
190,RL,10615,IR1,Corner,OldTown,2Story,3,1900,1970,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,Mn,BLQ,978,TA,1014,1699,2,2,TA,7,0,Na,CarPort,1920.0,Unf,2,420,WD,Abnorml,95000
20,RL,12461,Reg,Corner,NoRidge,1Story,8,1994,1995,Gable,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,No,GLQ,1624,Ex,1624,1624,2,1,Gd,5,1,Fa,Attchd,1994.0,RFn,3,757,WD,Normal,262000
60,RL,8935,IR1,Inside,CollgCr,2Story,7,2002,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,831,Ex,831,1660,2,1,Gd,7,0,Na,Attchd,2002.0,RFn,2,493,WD,Normal,195000
60,RL,7500,Reg,Inside,Gilbert,2Story,7,1999,1999,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,No,Unf,994,Gd,1028,1804,2,1,Gd,7,1,TA,Attchd,1999.0,Fin,2,442,WD,Normal,189000
160,FV,2645,Reg,Inside,Somerst,2Story,8,1999,2000,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,776,Ex,764,1441,2,1,Gd,5,0,Na,Detchd,1999.0,Unf,2,492,WD,Normal,174000
120,RM,4500,Reg,FR2,Mitchel,1Story,6,1999,1999,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,No,GLQ,1224,Ex,1224,1224,2,1,TA,5,0,Na,Attchd,1999.0,Fin,2,402,WD,Normal,165000
60,RL,9364,Reg,Corner,Sawyer,2Story,6,1969,1969,Gable,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,No,ALQ,663,TA,663,1352,1,1,TA,7,0,Na,Attchd,1969.0,Fin,1,299,WD,Normal,158000
60,RL,8029,IR1,Inside,Gilbert,2Story,6,2005,2005,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,728,Ex,728,1456,2,1,Gd,8,0,Na,Attchd,2005.0,Fin,2,400,WD,Normal,176000
60,RL,14054,IR1,Inside,Gilbert,2Story,7,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,Unf,879,Ex,879,1863,2,1,Gd,9,1,Gd,BuiltIn,2006.0,Fin,3,660,New,Partial,219210
75,RM,8850,IR1,Corner,OldTown,2.5Unf,7,1916,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Unf,815,Ex,815,1690,1,1,TA,7,1,Gd,Detchd,1916.0,Unf,1,225,ConLw,Normal,144000
20,RL,9100,Reg,Inside,CollgCr,1Story,7,2001,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1212,Ex,1212,1212,2,1,Gd,6,0,Na,Attchd,2001.0,RFn,2,573,WD,Normal,178000
20,RL,11235,Reg,Inside,Sawyer,1Story,4,1963,1979,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,1051,Gd,1382,1382,1,1,TA,6,1,Po,Attchd,1974.0,Unf,2,459,WD,Normal,148000
20,RL,9353,Reg,Inside,NAmes,1Story,4,1970,1970,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,864,Gd,864,864,1,1,TA,5,0,Na,Attchd,1972.0,Unf,1,280,Oth,Abnorml,116050
60,RL,10400,Reg,Corner,CollgCr,2Story,7,1998,1998,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Av,Unf,866,Ex,866,1779,2,1,Gd,6,0,Na,Attchd,1998.0,RFn,2,546,WD,Normal,197900
20,RL,9750,Reg,Inside,CollgCr,1Story,7,2000,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,1630,Ex,1630,1630,2,1,Gd,6,1,TA,Attchd,2000.0,Unf,2,451,WD,Normal,213000
20,RL,10140,Reg,Inside,NWAmes,1Story,5,1975,1975,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,No,ALQ,1056,Ex,1074,1074,1,1,TA,6,0,Na,Attchd,1975.0,RFn,2,495,WD,Normal,153500
20,RL,14684,IR1,CulDSac,SawyerW,1Story,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,Mn,ALQ,2158,Gd,2196,2196,2,1,Gd,7,1,TA,Attchd,1990.0,RFn,3,701,WD,Normal,271900
20,RH,8900,Reg,Inside,SawyerW,1Story,4,1966,1966,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,Rec,1056,TA,1056,1056,1,1,TA,5,0,Na,Detchd,1966.0,Unf,1,384,WD,Normal,107000
20,RL,9135,Reg,Inside,CollgCr,1Story,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1682,Ex,1700,1700,2,1,Gd,7,0,Na,Attchd,2003.0,RFn,2,544,WD,Normal,200000
20,RL,7763,Reg,Inside,NAmes,1Story,5,1962,1980,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,Rec,931,TA,1283,1283,1,1,TA,6,0,Na,Detchd,1980.0,Unf,2,506,WD,Normal,140000
20,RL,10182,IR1,CulDSac,Somerst,1Story,8,2006,2006,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Mn,GLQ,1660,Ex,1660,1660,2,1,Gd,8,1,Gd,Attchd,2006.0,RFn,2,500,New,Partial,290000
60,RL,11218,Reg,Inside,SawyerW,2Story,6,1992,1992,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Gd,No,Unf,1055,Ex,1055,1845,2,1,Gd,8,1,TA,Attchd,1992.0,RFn,2,462,WD,Normal,189000
50,RL,12134,IR1,Inside,Gilbert,1.5Fin,8,1988,2005,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,Wood,Gd,Av,GLQ,559,Gd,1080,1752,2,1,TA,8,0,Na,Basment,1988.0,RFn,2,492,WD,Normal,164000
30,RL,9340,Reg,Inside,Edwards,1Story,4,1941,1950,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,672,TA,672,672,1,1,TA,4,0,Na,Attchd,1941.0,Unf,1,234,WD,Normal,113000
85,RL,10205,IR1,Inside,NAmes,SFoyer,5,1962,1962,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,Av,BLQ,925,TA,999,999,1,1,TA,6,0,Na,Attchd,1962.0,Unf,1,300,WD,Normal,134500
20,RL,7094,IR1,Inside,Sawyer,1Story,5,1966,1966,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,Rec,894,TA,894,894,1,1,TA,5,0,Na,Detchd,1966.0,RFn,1,384,WD,Normal,125000
20,FV,8640,Reg,Inside,Somerst,1Story,8,2009,2009,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,Mn,GLQ,1300,Ex,1314,1314,2,1,Gd,6,0,Na,Attchd,2009.0,RFn,2,552,New,Partial,229456
20,RL,7800,IR1,Inside,NAmes,1Story,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,912,TA,912,912,1,1,TA,5,0,Na,Attchd,1964.0,Unf,1,288,WD,Abnorml,115000
20,RL,8250,Reg,Inside,Sawyer,1Story,5,1968,1968,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,BLQ,952,Ex,1211,1211,1,1,TA,5,1,TA,Attchd,1968.0,Unf,1,322,WD,Normal,134000
50,RL,10496,Reg,Inside,NAmes,1.5Fin,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Mn,Rec,1040,Ex,1168,1846,2,1,TA,7,1,Gd,Attchd,1949.0,Unf,1,315,WD,Normal,143000
60,RL,15384,IR1,Inside,Gilbert,2Story,7,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,788,Ex,788,1490,2,1,Gd,8,1,Gd,Attchd,2004.0,Fin,2,388,WD,Normal,184000
60,RL,14598,IR1,CulDSac,Somerst,2Story,6,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Mn,Unf,894,Ex,894,1933,2,1,Gd,9,1,Gd,BuiltIn,2007.0,Fin,3,668,WD,Normal,214000
80,RL,7910,Reg,Inside,NAmes,SLvl,5,1960,1960,Hip,BrkFace,HdBoard,None,TA,TA,CBlock,TA,No,ALQ,1075,Gd,1507,1507,2,1,TA,7,0,Na,Basment,1960.0,Unf,1,404,WD,Normal,127000
90,RL,7728,Reg,Inside,NAmes,SLvl,5,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Av,ALQ,1106,TA,1190,1190,1,1,TA,6,0,Na,Attchd,1962.0,Unf,2,540,WD,Normal,132500
20,RL,12160,IR1,Inside,NAmes,1Story,5,1959,1959,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,Rec,1188,Fa,1188,1188,1,1,TA,6,0,Na,Attchd,1959.0,RFn,2,531,COD,Abnorml,142000
70,RL,13132,Reg,Inside,Crawfor,2Story,5,1914,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,Mn,Unf,747,Gd,892,1784,1,1,TA,9,0,Na,Detchd,1914.0,Unf,1,180,WD,Normal,138887
160,RL,2628,Reg,Inside,NridgHt,2Story,7,2003,2003,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,No,Unf,764,Ex,764,1626,2,1,Gd,6,0,Na,BuiltIn,2003.0,RFn,2,474,WD,Normal,175500
60,RL,12393,IR2,FR2,CollgCr,2Story,7,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,847,Ex,847,1948,2,1,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,WD,Normal,195000
20,RL,13072,Reg,Inside,SawyerW,1Story,6,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1141,Ex,1141,1141,1,1,TA,6,0,Na,Detchd,2005.0,Unf,2,484,WD,Abnorml,142500
20,RL,9037,IR1,Inside,Timber,1Story,8,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1476,Ex,1484,1484,2,1,Ex,6,1,Gd,Attchd,2006.0,RFn,2,472,WD,Normal,265900
